"","play","odk","dn","dist","yds.to.endzone","gn.ls","result","play.type","game","drive","drive.outcome","next.score"
"1410",5,"K",4,2,81,NA,NA,"Punt Rec",9,1,NA,NA
"1411",6,"O",1,10,51,3,NA,"Run",9,2,NA,NA
"1412",7,"O",2,7,48,6,"Complete","Pass",9,2,NA,NA
"1413",8,"O",3,1,42,7,NA,"Run",9,2,NA,NA
"1414",9,"O",1,10,35,3,"Complete","Pass",9,2,NA,NA
"1415",10,"O",2,7,32,0,"Incomplete","Pass",9,2,NA,NA
"1416",11,"O",3,7,32,5,"Penalty","Pass",9,2,NA,NA
"1417",12,"O",3,2,27,10,NA,"Run",9,2,NA,NA
"1418",13,"O",1,10,17,2,NA,"Run",9,2,NA,NA
"1419",14,"O",2,8,15,2,NA,"Run",9,2,NA,NA
"1420",15,"O",3,6,13,0,"Incomplete","Pass",9,2,NA,NA
"1421",16,"K",4,6,13,NA,NA,"FG",9,2,NA,NA
"1422",17,"K",NA,NA,NA,NA,NA,"KO",9,NA,NA,NA
"1423",18,"D",1,10,75,NA,"Interception","Pass",9,3,NA,NA
"1424",19,"O",1,10,37,15,"Complete","Pass",9,4,NA,NA
"1425",20,"O",1,10,22,2,"Scramble","Pass",9,4,NA,NA
"1426",21,"O",2,8,20,20,"Complete, TD","Pass",9,4,NA,NA
"1427",22,"K",1,10,0,NA,NA,"Extra Pt.",9,4,NA,NA
"1428",23,"K",0,NA,65,NA,NA,"KO",9,NA,NA,NA
"1429",24,"D",1,10,84,-1,"Rush","Run",9,5,NA,NA
"1430",25,"D",2,11,85,7,"Rush","Run",9,5,NA,NA
"1431",26,"D",3,4,78,0,"Incomplete","Pass",9,5,NA,NA
"1432",27,"K",4,4,78,NA,NA,"Punt Rec",9,5,NA,NA
"1433",28,"O",1,10,69,5,NA,"Run",9,6,NA,NA
"1434",29,"O",2,5,64,8,NA,"Run",9,6,NA,NA
"1435",30,"O",1,10,55,6,NA,"Run",9,6,NA,NA
"1436",31,"O",2,4,49,0,"Incomplete","Pass",9,6,NA,NA
"1437",32,"O",3,4,49,35,NA,"Run",9,6,NA,NA
"1438",33,"O",1,10,14,0,"Timeout",NA,9,6,NA,NA
"1439",34,"O",1,10,14,5,"Complete","Pass",9,6,NA,NA
"1440",35,"O",2,5,9,0,"Incomplete","Pass",9,6,NA,NA
"1441",36,"O",3,5,9,9,"Complete, TD","Pass",9,6,NA,NA
"1442",37,"K",1,10,0,NA,NA,"FG",9,6,NA,NA
"1443",38,"K",NA,NA,NA,NA,NA,"KO",9,NA,NA,NA
"1444",39,"D",1,10,78,0,"Rush","Run",9,7,NA,NA
"1445",40,"D",1,20,88,-6,"Complete","Pass",9,7,NA,NA
"1446",41,"D",2,26,94,0,"Incomplete","Pass",9,7,NA,NA
"1447",42,"D",3,26,94,0,"Incomplete","Pass",9,7,NA,NA
"1448",43,"K",4,26,94,NA,NA,"Punt Rec",9,7,NA,NA
"1449",44,"D",1,10,57,1,"Rush","Run",9,8,NA,NA
"1450",45,"D",2,9,56,NA,"Interception","Pass",9,8,NA,NA
"1451",46,"O",1,10,60,5,"Complete","Pass",9,9,NA,NA
"1452",47,"O",2,5,55,5,NA,"Run",9,9,NA,NA
"1453",48,"O",1,10,50,1,NA,"Run",9,9,NA,NA
"1454",49,"O",2,9,49,0,"Incomplete","Pass",9,9,NA,NA
"1455",50,"O",3,9,49,0,"Incomplete","Pass",9,9,NA,NA
"1456",51,"K",4,9,49,NA,NA,"Punt",9,9,NA,NA
"1457",52,"K",4,NA,49,NA,"Sack","Punt",9,10,NA,NA
"1458",53,"D",1,10,37,0,"Rush","Run",9,11,NA,NA
"1459",54,"D",2,10,37,NA,"Interception","Pass",9,11,NA,NA
"1460",55,"O",1,10,99,5,"Complete","Pass",9,12,NA,NA
"1461",56,"O",2,5,94,7,"Complete","Pass",9,12,NA,NA
"1462",57,"O",1,10,88,6,"Complete","Pass",9,12,NA,NA
"1463",58,"O",2,4,82,6,"Complete","Pass",9,12,NA,NA
"1464",59,"O",1,10,76,0,"Incomplete","Pass",9,12,NA,NA
"1465",60,"O",2,10,76,-1,"Complete","Pass",9,12,NA,NA
"1466",61,"O",3,11,77,NA,"Timeout",NA,9,12,NA,NA
"1467",62,"O",3,NA,77,0,"Incomplete","Pass",9,12,NA,NA
"1468",63,"K",4,NA,77,NA,NA,"Punt",9,12,NA,NA
"1469",64,"D",1,10,60,9,"Complete","Pass",9,13,NA,NA
"1470",65,"D",2,1,51,-10,"Penalty","Pass",9,13,NA,NA
"1471",66,"D",2,11,61,16,"Complete","Pass",9,13,NA,NA
"1472",67,"D",1,10,45,11,"Complete","Pass",9,13,NA,NA
"1473",68,"D",1,10,34,0,"Incomplete","Pass",9,13,NA,NA
"1474",69,"D",2,10,34,0,"Incomplete","Pass",9,13,NA,NA
"1475",70,"D",1,10,19,13,"Complete","Pass",9,13,NA,NA
"1476",71,"D",1,6,6,6,"Complete, TD","Pass",9,13,NA,NA
"1477",72,"K",1,10,0,NA,NA,"Extra Pt. Block",9,13,NA,NA
"1478",73,"K",0,NA,65,NA,NA,"KO Rec",9,NA,NA,NA
"1479",74,"O",1,10,55,3,NA,"Run",9,14,NA,NA
"1480",75,"O",2,7,52,1,NA,"Run",9,14,NA,NA
"1481",76,"O",3,6,51,5,"Complete","Pass",9,14,NA,NA
"1482",77,"O",4,1,47,1,NA,"Run",9,14,NA,NA
"1483",78,"D",1,10,54,-7,"Sack","Pass",9,15,NA,NA
"1484",79,"D",2,17,62,NA,"Interception","Pass",9,15,NA,NA
"1485",80,"O",1,10,30,-10,"Penalty","Run",9,16,NA,NA
"1486",81,"O",1,20,40,8,"Complete","Pass",9,16,NA,NA
"1487",82,"O",2,12,33,8,"Complete","Pass",9,16,NA,NA
"1488",83,"O",3,4,26,8,"Complete","Pass",9,16,NA,NA
"1489",84,"O",1,10,19,0,"Incomplete","Pass",9,16,NA,NA
"1490",85,"O",2,10,19,3,NA,"Run",9,16,NA,NA
"1491",86,"O",3,7,16,0,"Incomplete","Pass",9,16,NA,NA
"1492",87,"K",4,7,16,NA,NA,"FG",9,16,NA,NA
"1493",88,"K",NA,NA,NA,NA,NA,"KO",9,NA,NA,NA
"1494",89,"D",1,10,75,11,"Complete","Pass",9,17,NA,NA
"1495",90,"D",1,10,64,0,"Incomplete","Pass",9,17,NA,NA
"1496",91,"D",2,10,64,3,"Scramble","Pass",9,17,NA,NA
"1497",92,"D",3,7,60,0,"Incomplete","Pass",9,17,NA,NA
"1498",93,"K",4,7,60,NA,NA,"Punt Rec",9,17,NA,NA
"1499",94,"O",1,10,81,6,NA,"Run",9,18,NA,NA
"1500",95,"K",2,4,75,NA,NA,"KO Rec",9,NA,NA,NA
"1501",96,"O",1,10,89,9,NA,"Run",9,19,NA,NA
"1502",97,"O",2,1,80,0,"Incomplete","Pass",9,19,NA,NA
"1503",98,NA,3,1,80,6,NA,"Run",9,19,NA,NA
"1504",99,"O",1,10,74,-1,NA,"Run",9,19,NA,NA
"1505",100,"O",2,11,75,7,NA,"Run",9,19,NA,NA
"1506",101,"O",3,4,68,1,"Complete","Pass",9,19,NA,NA
"1507",102,"K",4,3,67,NA,NA,"Punt",9,19,NA,NA
"1508",103,"D",1,10,66,0,"Incomplete","Pass",9,20,NA,NA
"1509",104,"D",2,10,66,-10,"Sack","Pass",9,20,NA,NA
"1510",105,"D",NA,NA,NA,NA,"Penalty",NA,9,20,NA,NA
"1511",106,"D",3,NA,76,0,"Incomplete","Pass",9,20,NA,NA
"1512",107,"K",4,NA,76,NA,NA,"Punt Rec",9,20,NA,NA
"1513",108,"O",1,10,60,0,"Incomplete","Pass",9,21,NA,NA
"1514",109,"O",2,10,60,46,"Complete","Pass",9,21,NA,NA
"1515",110,"O",1,10,14,0,"Incomplete","Pass",9,21,NA,NA
"1516",111,"O",2,10,14,3,NA,"Run",9,21,NA,NA
"1517",112,"O",3,7,11,0,"Incomplete","Pass",9,21,NA,NA
"1518",113,"K",4,7,11,NA,NA,"FG",9,21,NA,NA
"1519",114,"K",NA,NA,NA,NA,NA,"KO",9,NA,NA,NA
"1520",115,"D",1,10,84,10,"Complete","Pass",9,22,NA,NA
"1521",116,"D",1,10,74,NA,"Interception","Pass",9,22,NA,NA
"1522",117,"O",1,10,52,8,NA,"Run",9,23,NA,NA
"1523",118,"O",2,2,44,7,NA,"Run",9,23,NA,NA
"1524",119,"O",1,10,37,0,"Incomplete","Pass",9,23,NA,NA
"1525",120,"O",2,10,37,4,NA,"Run",9,23,NA,NA
"1526",121,"O",3,6,33,1,NA,"Run",9,23,NA,NA
"1527",122,"O",4,5,32,1,"Complete","Pass",9,23,NA,NA
"1528",123,"D",1,10,68,5,"Rush","Run",9,24,NA,NA
"1529",124,"D",2,5,63,17,"Rush","Run",9,24,NA,NA
"1530",125,"D",1,10,47,0,"Rush","Run",9,24,NA,NA
"1531",126,NA,2,10,47,0,NA,NA,9,24,NA,NA
"1532",127,"D",2,10,47,6,"Complete","Pass",9,24,NA,NA
"1533",128,"D",3,4,41,0,"Incomplete","Pass",9,24,NA,NA
"1534",129,"D",4,4,41,5,"Penalty","Pass",9,24,NA,NA
"1535",130,"D",1,10,36,6,"Complete","Pass",9,24,NA,NA
"1536",131,"D",2,4,30,4,"Complete","Pass",9,24,NA,NA
"1537",132,"D",1,10,26,-10,"Penalty","Pass",9,24,NA,NA
"1538",133,"D",1,20,36,0,"Incomplete","Pass",9,24,NA,NA
"1539",134,"D",2,20,36,6,"Complete","Pass",9,24,NA,NA
"1540",135,"D",3,14,30,NA,"Interception","Pass",9,24,NA,NA
"1541",136,"O",1,10,47,3,NA,"Run",9,25,NA,NA
"1542",137,"O",2,7,44,0,"Incomplete","Pass",9,25,NA,NA
"1543",138,"O",3,7,44,4,"Complete","Pass",9,25,NA,NA
"1544",139,"K",4,3,40,NA,NA,"Punt",9,25,NA,NA
"1545",140,"D",1,10,85,2,"Rush","Run",9,26,NA,NA
"1546",141,"D",2,8,83,3,"Rush","Run",9,26,NA,NA
"1547",142,"D",3,5,80,-1,"Rush","Run",9,26,NA,NA
"1548",143,"K",4,6,81,NA,NA,"Punt Rec",9,26,NA,NA
"1549",144,"O",1,10,50,2,NA,"Run",9,27,NA,NA
"1550",145,"O",2,8,48,0,"Incomplete","Pass",9,27,NA,NA
"1551",146,"O",3,8,48,33,"Complete","Pass",9,27,NA,NA
"1552",147,"O",1,10,15,0,"Incomplete","Pass",9,27,NA,NA
"1553",148,"O",2,10,15,6,NA,"Run",9,27,NA,NA
"1554",149,"O",3,4,9,7,NA,"Run",9,27,NA,NA
"1555",150,"O",1,2,2,2,"Rush, TD","Run",9,27,NA,NA
"1556",151,"K",1,10,0,NA,NA,"FG",9,27,NA,NA
"1557",152,"K",NA,NA,NA,NA,NA,"KO",9,NA,NA,NA
"1558",153,"D",1,10,83,6,"Complete","Pass",9,28,NA,NA
"1559",154,"D",2,4,77,0,"Incomplete","Pass",9,28,NA,NA
"1560",155,"D",3,4,77,0,"Incomplete","Pass",9,28,NA,NA
"1561",156,"K",4,4,77,NA,NA,"Punt Rec",9,28,NA,NA
"1562",157,"O",1,10,46,9,"Complete","Pass",9,29,NA,NA
"1563",158,"O",2,1,37,9,"Complete","Pass",9,29,NA,NA
"1564",159,"O",1,10,28,0,"Incomplete","Pass",9,29,NA,NA
"1565",160,"O",2,10,28,3,NA,"Run",9,29,NA,NA
"1566",161,"O",3,7,25,NA,"Timeout",NA,9,29,NA,NA
"1567",162,"O",3,NA,25,0,"Incomplete","Pass",9,29,NA,NA
"1568",163,"K",4,NA,25,NA,NA,"FG",9,29,NA,NA
"1569",164,"D",1,10,75,5,"Rush","Run",9,30,NA,NA
"1570",165,"D",2,5,70,15,"Complete","Pass",9,30,NA,NA
"1571",166,"D",1,10,55,3,"Rush","Run",9,30,NA,NA
"1572",167,"D",2,7,52,6,"Complete","Pass",9,30,NA,NA
"1573",168,"D",3,1,46,2,"Rush","Run",9,30,NA,NA
"1574",169,"D",1,10,44,5,"Rush","Run",9,30,NA,NA
"1575",170,"D",2,5,39,13,"Complete","Pass",9,30,NA,NA
"1576",171,"D",1,10,26,-5,"Rush","Run",9,30,NA,NA
"1577",172,"D",2,15,30,10,"Penalty","Pass",9,30,NA,NA
"1578",173,"D",1,10,20,5,"Complete","Pass",9,30,NA,NA
"1579",174,"D",2,5,15,13,"Complete","Pass",9,30,NA,NA
"1580",175,"D",1,2,2,2,"Rush, TD","Run",9,30,NA,NA
"1581",176,"D",1,3,0,NA,"Complete","2 Pt. Defend",9,30,NA,NA
"1582",177,"K",NA,NA,NA,NA,NA,"KO Rec",9,NA,NA,NA
"1583",178,"O",1,10,74,1,NA,"Run",9,31,NA,NA
"1584",179,"O",2,9,73,-1,NA,"Run",9,31,NA,NA
"1585",1,"K",NA,NA,NA,NA,NA,"KO",10,NA,NA,NA
"1586",2,"D",1,10,75,1,"Rush","Run",10,1,NA,NA
"1587",3,"D",2,9,74,0,"Incomplete","Pass",10,1,NA,NA
"1588",4,"D",3,9,74,0,"Incomplete","Pass",10,1,NA,NA
"1589",5,"K",4,9,74,NA,NA,"Punt Rec",10,1,NA,NA
"1590",6,"O",1,10,58,0,"Incomplete","Pass",10,2,NA,NA
"1591",7,"O",2,10,58,2,"Complete","Pass",10,2,NA,NA
"1592",8,"O",3,8,56,0,"Incomplete","Pass",10,2,NA,NA
"1593",9,"K",4,8,56,NA,NA,"Punt",10,2,NA,NA
"1594",10,"D",1,10,77,0,"Incomplete","Pass",10,3,NA,NA
"1595",11,"D",2,10,77,-2,"Rush","Run",10,3,NA,NA
"1596",12,"D",3,12,79,-20,"Sack, Fumble","Pass",10,3,NA,NA
"1597",13,"O",1,1,1,NA,"Timeout",NA,10,4,NA,NA
"1598",14,"O",1,1,1,1,"Rush, TD","Run",10,4,NA,NA
"1599",15,"K",1,10,0,NA,NA,"Extra Pt.",10,4,NA,NA
"1600",16,"K",0,NA,65,NA,NA,"KO",10,NA,NA,NA
"1601",17,"D",1,10,75,15,"Penalty","Run",10,5,NA,NA
"1602",18,"D",1,10,60,12,"Rush","Run",10,5,NA,NA
"1603",19,"D",1,10,49,2,"Rush","Run",10,5,NA,NA
"1604",20,"D",2,8,47,-3,"Complete","Pass",10,5,NA,NA
"1605",21,"D",3,11,50,0,"Incomplete","Pass",10,5,NA,NA
"1606",22,"K",4,11,50,NA,NA,"Punt Rec",10,5,NA,NA
"1607",23,"O",1,10,83,15,"Penalty","Pass",10,6,NA,NA
"1608",24,"O",1,10,68,0,NA,"Run",10,6,NA,NA
"1609",25,"O",2,10,68,5,"Penalty","Pass",10,6,NA,NA
"1610",26,"O",3,5,67,-10,"Sack","Pass",10,6,NA,NA
"1611",27,"K",4,15,77,NA,NA,"Punt",10,6,NA,NA
"1612",28,"D",1,10,55,0,"Incomplete","Pass",10,7,NA,NA
"1613",29,"D",2,10,55,8,"Complete","Pass",10,7,NA,NA
"1614",30,"D",3,2,47,13,"Rush","Run",10,7,NA,NA
"1615",31,"D",1,10,34,2,"Rush","Run",10,7,NA,NA
"1616",32,"D",2,8,32,NA,"Sack, Fumble","Pass",10,7,NA,NA
"1617",33,"O",1,10,61,2,NA,"Run",10,8,NA,NA
"1618",34,"O",2,8,59,3,NA,"Run",10,8,NA,NA
"1619",35,"O",3,5,56,0,"Incomplete","Pass",10,8,NA,NA
"1620",36,"K",4,5,56,NA,NA,"Punt",10,8,NA,NA
"1621",37,"D",1,10,77,1,"Rush","Run",10,9,NA,NA
"1622",38,"D",2,9,76,12,"Complete","Pass",10,9,NA,NA
"1623",39,"D",1,10,64,10,"Rush","Run",10,9,NA,NA
"1624",40,"D",1,10,54,0,"Incomplete","Pass",10,9,NA,NA
"1625",41,"D",2,10,54,11,"Rush","Run",10,9,NA,NA
"1626",42,"D",1,10,43,7,"Complete","Pass",10,9,NA,NA
"1627",43,"D",2,3,36,0,"Rush","Run",10,9,NA,NA
"1628",44,"D",3,3,36,0,"Complete","Pass",10,9,NA,NA
"1629",45,"D",4,3,36,NA,"Timeout",NA,10,9,NA,NA
"1630",46,"D",4,NA,36,-12,"Sack","Pass",10,9,NA,NA
"1631",47,"O",1,10,52,5,NA,"Run",10,10,NA,NA
"1632",48,"O",2,5,47,1,NA,"Run",10,10,NA,NA
"1633",49,"O",3,4,46,4,NA,"Run",10,10,NA,NA
"1634",50,"O",1,10,27,0,"Incomplete","Pass",10,10,NA,NA
"1635",51,"O",2,10,27,6,NA,"Run",10,10,NA,NA
"1636",52,"O",3,4,21,2,NA,"Run",10,10,NA,NA
"1637",53,"O",4,2,19,1,NA,"Run",10,10,NA,NA
"1638",54,"D",1,10,82,-1,"Rush","Run",10,11,NA,NA
"1639",55,"D",2,11,83,0,"Incomplete","Pass",10,11,NA,NA
"1640",56,"D",3,11,83,0,"Timeout",NA,10,11,NA,NA
"1641",57,"D",3,11,83,0,"Incomplete","Pass",10,11,NA,NA
"1642",58,"K",4,11,83,NA,NA,"Punt Rec",10,11,NA,NA
"1643",59,"O",1,10,46,0,"Incomplete","Pass",10,12,NA,NA
"1644",60,"O",2,10,46,17,"Complete","Pass",10,12,NA,NA
"1645",61,"O",1,10,29,4,NA,"Run",10,12,NA,NA
"1646",62,"O",2,6,25,25,"Complete, TD","Pass",10,12,NA,NA
"1647",63,"K",1,3,0,NA,NA,"Extra Pt.",10,12,NA,NA
"1648",64,"K",0,NA,65,NA,NA,"KO",10,NA,NA,NA
"1649",65,"D",1,10,75,1,"Rush","Run",10,13,NA,NA
"1650",66,"D",2,9,75,30,"Complete","Pass",10,13,NA,NA
"1651",67,"D",1,10,45,4,"Complete","Pass",10,13,NA,NA
"1652",68,"D",2,6,41,0,"Rush","Run",10,13,NA,NA
"1653",69,"D",3,6,41,5,"Rush","Run",10,13,NA,NA
"1654",70,"D",4,1,36,1,"Rush","Run",10,13,NA,NA
"1655",71,"D",1,10,35,18,"Rush","Run",10,13,NA,NA
"1656",72,"D",1,10,17,1,"Rush","Run",10,13,NA,NA
"1657",73,"D",2,9,16,0,"Incomplete","Pass",10,13,NA,NA
"1658",74,"D",3,9,16,6,"Complete","Pass",10,13,NA,NA
"1659",75,"D",4,3,10,0,"Incomplete","Pass",10,13,NA,NA
"1660",76,"O",1,10,90,0,"Incomplete","Pass",10,14,NA,NA
"1661",77,"O",2,10,90,-1,NA,"Run",10,14,NA,NA
"1662",78,"O",3,11,91,2,NA,"Run",10,14,NA,NA
"1663",79,"K",4,9,89,NA,NA,"Punt",10,14,NA,NA
"1664",80,"D",1,10,51,0,"Rush","Run",10,15,NA,NA
"1665",81,"D",2,10,51,1,"Rush","Run",10,15,NA,NA
"1666",82,"D",3,9,50,0,"Incomplete","Pass",10,15,NA,NA
"1667",83,"K",4,9,50,NA,NA,"Punt Rec",10,15,NA,NA
"1668",84,"O",1,10,94,2,NA,"Run",10,16,NA,NA
"1669",85,"O",2,8,92,0,"Incomplete","Pass",10,16,NA,NA
"1670",86,"O",3,8,92,4,NA,"Run",10,16,NA,NA
"1671",87,"K",4,4,88,NA,NA,"Punt",10,16,NA,NA
"1672",88,"D",1,10,62,-6,"Sack","Pass",10,17,NA,NA
"1673",89,"D",2,16,68,0,"Incomplete","Pass",10,17,NA,NA
"1674",90,"D",3,16,68,0,"Incomplete","Pass",10,17,NA,NA
"1675",91,"K",4,16,68,NA,NA,"Punt Rec",10,17,NA,NA
"1676",92,"O",1,10,67,6,"Complete","Pass",10,18,NA,NA
"1677",93,"O",2,4,61,4,"Complete","Pass",10,18,NA,NA
"1678",94,"O",1,10,57,0,"Timeout",NA,10,18,NA,NA
"1679",95,"O",1,10,57,17,"Complete","Pass",10,18,NA,NA
"1680",96,"O",1,10,40,5,"Complete","Pass",10,18,NA,NA
"1681",97,"O",2,5,35,-12,"Sack","Pass",10,18,NA,NA
"1682",98,"O",3,17,47,-10,"Penalty","Pass",10,18,NA,NA
"1683",99,"K",NA,NA,NA,NA,NA,"KO Rec",10,NA,NA,NA
"1684",100,"O",1,10,84,8,"Complete","Pass",10,19,NA,NA
"1685",101,"O",2,2,76,0,"Incomplete","Pass",10,19,NA,NA
"1686",102,"O",3,2,76,-9,NA,"Run",10,19,NA,NA
"1687",103,"K",4,11,85,NA,NA,"Punt",10,19,NA,NA
"1688",104,"D",1,10,53,9,"Rush","Run",10,20,NA,NA
"1689",105,"D",2,1,44,1,"Rush","Run",10,20,NA,NA
"1690",106,"D",1,10,43,4,"Rush","Run",10,20,NA,NA
"1691",107,"D",2,6,39,0,"Incomplete","Pass",10,20,NA,NA
"1692",108,"D",3,6,39,6,"Rush","Run",10,20,NA,NA
"1693",109,"D",1,10,33,4,"Rush","Run",10,20,NA,NA
"1694",110,"D",2,6,29,0,"Incomplete","Pass",10,20,NA,NA
"1695",111,"D",3,6,29,8,"Rush","Run",10,20,NA,NA
"1696",112,"D",1,10,21,18,"Rush","Run",10,20,NA,NA
"1697",113,"D",1,3,3,3,"Rush, TD","Run",10,20,NA,NA
"1698",114,"K",1,NA,0,NA,NA,"Extra Pt. Block",10,20,NA,NA
"1699",115,"K",0,NA,65,NA,NA,"KO Rec",10,NA,NA,NA
"1700",116,"O",1,10,62,0,"Incomplete","Pass",10,21,NA,NA
"1701",117,"O",2,10,62,37,"Complete","Pass",10,21,NA,NA
"1702",118,"O",1,10,25,0,"Incomplete","Pass",10,21,NA,NA
"1703",119,"O",2,10,25,-1,NA,"Run",10,21,NA,NA
"1704",120,"O",3,11,26,0,"Incomplete","Pass",10,21,NA,NA
"1705",121,"K",4,11,26,NA,NA,"FG",10,21,NA,NA
"1706",122,"D",1,10,74,9,"Rush","Run",10,22,NA,NA
"1707",123,"D",2,1,65,1,"Rush","Run",10,22,NA,NA
"1708",124,"D",1,10,64,3,"Complete","Pass",10,22,NA,NA
"1709",125,"D",2,7,61,15,"Complete","Pass",10,22,NA,NA
"1710",126,"D",1,10,47,3,"Rush","Run",10,22,NA,NA
"1711",127,"D",2,7,44,0,"Rush","Run",10,22,NA,NA
"1712",128,"D",3,7,44,16,"Complete","Pass",10,22,NA,NA
"1713",129,"D",1,10,28,-1,"Rush","Run",10,22,NA,NA
"1714",130,"D",2,11,29,0,"Incomplete","Pass",10,22,NA,NA
"1715",131,"D",3,11,29,9,"Scramble","Run",10,22,NA,NA
"1716",132,"K",4,2,20,NA,NA,"FG Block",10,22,NA,NA
"1717",133,"O",1,10,92,3,NA,"Run",10,23,NA,NA
"1718",134,"O",2,7,89,15,"Complete","Pass",10,23,NA,NA
"1719",135,"O",1,10,74,5,NA,"Run",10,23,NA,NA
"1720",136,"O",2,5,69,0,"Incomplete","Pass",10,23,NA,NA
"1721",137,"O",3,5,69,7,NA,"Run",10,23,NA,NA
"1722",138,"O",1,10,62,15,"Complete","Pass",10,23,NA,NA
"1723",139,"O",1,15,67,13,"Complete","Pass",10,23,NA,NA
"1724",140,"O",2,2,54,0,"Incomplete","Pass",10,23,NA,NA
"1725",141,"O",3,2,54,28,"Complete","Pass",10,23,NA,NA
"1726",142,"O",1,10,25,6,NA,"Run",10,23,NA,NA
"1727",143,"O",2,4,19,1,NA,"Run",10,23,NA,NA
"1728",144,"O",3,3,18,3,"Complete","Pass",10,23,NA,NA
"1729",145,"O",1,10,15,3,NA,"Run",10,23,NA,NA
"1730",146,"O",2,7,12,12,"Complete, TD","Pass",10,23,NA,NA
"1731",147,"K",0,-5,3,NA,"No Good","Extra Pt.",10,23,NA,NA
"1732",148,"K",0,NA,65,NA,NA,"KO",10,NA,NA,NA
"1733",149,"D",1,10,75,6,"Rush","Run",10,24,NA,NA
"1734",150,"D",2,4,69,1,"Rush","Run",10,24,NA,NA
"1735",151,"D",3,3,68,1,"Rush","Run",10,24,NA,NA
"1736",152,"K",4,2,67,NA,NA,"Punt Rec",10,24,NA,NA
"1737",153,"O",1,10,87,6,"Complete","Pass",10,25,NA,NA
"1738",154,"O",2,4,81,5,NA,"Run",10,25,NA,NA
"1739",155,"O",1,10,76,5,"Complete","Pass",10,25,NA,NA
"1740",156,"O",2,5,71,7,"Complete","Pass",10,25,NA,NA
"1741",157,"O",1,10,65,8,NA,"Run",10,25,NA,NA
"1742",158,"O",2,2,57,0,"Incomplete","Pass",10,25,NA,NA
"1743",159,"O",3,2,57,34,NA,"Run",10,25,NA,NA
"1744",160,"O",1,10,23,2,NA,"Run",10,25,NA,NA
"1745",161,"O",1,20,33,2,"Penalty","Run",10,25,NA,NA
"1746",162,"O",1,30,43,2,NA,"Run",10,25,NA,NA
"1747",163,"O",2,28,41,0,"Incomplete","Pass",10,25,NA,NA
"1748",164,"O",3,28,41,6,NA,"Run",10,25,NA,NA
"1749",165,"K",4,22,35,NA,NA,"Punt",10,25,NA,NA
"1750",166,"D",1,10,80,0,"Incomplete","Pass",10,26,NA,NA
"1751",167,"D",2,10,80,11,"Complete","Pass",10,26,NA,NA
"1752",168,"D",1,10,69,13,"Rush","Run",10,26,NA,NA
"1753",169,"D",1,10,55,5,"Rush","Run",10,26,NA,NA
"1754",170,"D",2,5,50,5,"Complete","Pass",10,26,NA,NA
"1755",171,"D",1,10,45,0,"Incomplete","Pass",10,26,NA,NA
"1756",172,"D",2,10,45,6,"Complete","Pass",10,26,NA,NA
"1757",173,"D",3,4,39,19,"Complete","Pass",10,26,NA,NA
"1758",174,"D",1,10,20,0,"Incomplete","Pass",10,26,NA,NA
"1759",175,"D",2,10,20,0,"Incomplete","Pass",10,26,NA,NA
"1760",176,"D",3,10,20,0,"Incomplete","Pass",10,26,NA,NA
"1761",177,"D",4,10,20,-14,"Sack, Fumble","Pass",10,26,NA,NA
"1762",178,"O",1,10,68,4,NA,"Run",10,27,NA,NA
"1763",179,"O",2,6,64,6,NA,"Run",10,27,NA,NA
"1764",180,"O",1,10,58,4,NA,"Run",10,27,NA,NA
"1765",181,"O",2,6,54,0,NA,"Run",10,27,NA,NA
"1766",182,"O",3,6,54,2,NA,"Run",10,27,NA,NA
"1767",183,"K",4,4,52,NA,NA,"Punt",10,27,NA,NA
"1768",184,"D",1,10,91,0,"Incomplete","Pass",10,28,NA,NA
"1769",185,"D",2,10,91,27,"Complete","Pass",10,28,NA,NA
"1770",186,"D",1,10,65,0,"Incomplete","Pass",10,28,NA,NA
"1771",187,"D",2,10,65,0,"Incomplete","Pass",10,28,NA,NA
"1772",1,"K",NA,NA,NA,NA,"Fumble","KO Rec",11,NA,NA,NA
"1773",2,"D",1,10,29,0,"Rush","Run",11,1,NA,NA
"1774",3,"D",2,10,29,0,"Incomplete","Pass",11,1,NA,NA
"1775",4,"D",3,10,29,13,"Complete","Pass",11,1,NA,NA
"1776",5,"D",1,10,16,0,"Timeout",NA,11,1,NA,NA
"1777",6,"D",1,10,16,2,"Rush","Run",11,1,NA,NA
"1778",7,"D",2,8,14,-1,"Rush","Run",11,1,NA,NA
"1779",8,"D",3,9,15,15,"Complete, TD","Pass",11,1,NA,NA
"1780",9,"K",1,10,0,NA,"Good","Extra Pt. Block",11,1,NA,NA
"1781",10,"K",0,NA,65,NA,NA,"KO Rec",11,NA,NA,NA
"1782",11,"O",1,10,75,3,NA,"Run",11,2,NA,NA
"1783",12,"O",2,7,72,2,NA,"Run",11,2,NA,NA
"1784",13,"O",3,5,70,7,"Complete","Pass",11,2,NA,NA
"1785",14,"O",1,10,63,0,NA,"Run",11,2,NA,NA
"1786",15,"O",2,10,63,34,"Complete","Pass",11,2,NA,NA
"1787",16,"O",1,10,29,0,"Incomplete","Pass",11,2,NA,NA
"1788",17,"O",2,10,29,3,NA,"Run",11,2,NA,NA
"1789",18,"O",3,7,26,6,NA,"Run",11,2,NA,NA
"1790",19,"O",4,1,20,3,NA,"Run",11,2,NA,NA
"1791",20,"O",2,-2,13,5,"Penalty","Pass",11,2,NA,NA
