"","play","odk","dn","dist","yds.to.endzone","gn.ls","result","play.type","game","drive","drive.outcome","next.score"
"1",1,"K",NA,NA,35,NA,NA,"KO",1,NA,NA,NA
"2",2,"D",1,10,78,3,"Complete","Pass",1,1,"Punt",NA
"3",3,"D",2,7,75,1,"Rush","Run",1,1,"Punt",NA
"4",4,"D",3,6,74,0,"Timeout",NA,1,1,"Punt",NA
"5",5,"D",3,6,74,7,"Complete","Pass",1,1,"Punt",NA
"6",6,"D",1,10,67,-4,"Rush","Run",1,1,"Punt",NA
"7",7,"D",2,14,71,13,"Complete","Pass",1,1,"Punt",NA
"8",8,"D",3,1,58,0,"Rush","Run",1,1,"Punt",NA
"9",9,"K",4,1,58,NA,NA,"Punt Rec",1,1,"Punt",NA
"10",10,"O",1,10,77,2,NA,"Run",1,2,"Punt",NA
"11",11,"O",2,8,75,0,"Incomplete","Pass",1,2,"Punt",NA
"12",12,"O",3,8,75,0,"Incomplete","Pass",1,2,"Punt",NA
"13",13,"K",NA,NA,75,NA,NA,"Punt",1,2,"Punt",NA
"14",14,"D",1,10,54,1,"Rush","Run",1,3,"Punt",NA
"15",15,"D",2,9,53,10,"Complete","Pass",1,3,"Punt",NA
"16",16,"D",1,10,43,-10,"Penalty","Pass",1,3,"Punt",NA
"17",17,"D",1,20,53,0,"Incomplete","Pass",1,3,"Punt",NA
"18",18,"D",2,20,53,11,"Complete","Pass",1,3,"Punt",NA
"19",19,"D",3,9,42,0,"Incomplete","Pass",1,3,"Punt",NA
"20",20,"K",4,9,58,NA,NA,"Punt Rec",1,3,"Punt",NA
"21",21,"O",1,10,89,5,"Complete","Pass",1,4,"Punt",NA
"22",22,"O",2,5,84,6,"Complete","Pass",1,4,"Punt",NA
"23",23,"O",1,10,78,-5,"Penalty",NA,1,4,"Punt",NA
"24",24,"O",1,15,83,1,NA,"Run",1,4,"Punt",NA
"25",25,"O",2,14,82,-7,"Sack","Pass",1,4,"Punt",NA
"26",26,"O",3,21,89,11,"Rush","Run",1,4,"Punt",NA
"27",27,"K",4,10,78,NA,NA,"Punt",1,4,"Punt",NA
"28",28,"D",1,10,61,3,"Rush","Run",1,5,"Punt",NA
"29",29,"D",2,7,58,1,"Rush","Run",1,5,"Punt",NA
"30",30,"D",3,6,57,-15,"Penalty","Pass",1,5,"Punt",NA
"31",31,"D",3,21,72,3,"Rush","Run",1,5,"Punt",NA
"32",32,"K",4,18,69,NA,NA,"Punt Rec",1,5,"Punt",NA
"33",33,"O",1,10,80,1,NA,"Run",1,6,"Turnover on Downs",NA
"34",34,"O",2,9,79,0,"Incomplete","Pass",1,6,"Turnover on Downs",NA
"35",35,"O",3,9,79,19,"Complete","Pass",1,6,"Turnover on Downs",NA
"36",36,"O",1,10,60,9,"Rush","Run",1,6,"Turnover on Downs",NA
"37",37,"O",2,1,51,7,"Complete","Pass",1,6,"Turnover on Downs",NA
"38",38,"O",1,10,44,7,"Complete","Pass",1,6,"Turnover on Downs",NA
"39",39,"O",2,3,37,4,"Rush","Run",1,6,"Turnover on Downs",NA
"40",40,"O",1,10,33,0,"Incomplete","Pass",1,6,"Turnover on Downs",NA
"41",41,"O",2,10,33,1,NA,"Run",1,6,"Turnover on Downs",NA
"42",42,"O",3,9,32,0,"Timeout",NA,1,6,"Turnover on Downs",NA
"43",43,"O",3,9,32,4,NA,"Run",1,6,"Turnover on Downs",NA
"44",44,"O",4,5,28,0,"Incomplete","Pass",1,6,"Turnover on Downs",NA
"45",45,"D",1,10,72,1,"Complete","Pass",1,7,"Punt",NA
"46",46,"D",2,9,71,1,"Complete","Pass",1,7,"Punt",NA
"47",47,"D",3,8,70,0,"Incomplete","Pass",1,7,"Punt",NA
"48",48,"K",4,8,70,NA,NA,"Punt Rec",1,7,"Punt",NA
"49",49,"O",1,10,72,43,"Complete","Pass",1,8,"TD",NA
"50",50,"O",1,10,29,0,"Incomplete","Pass",1,8,"TD",NA
"51",51,"O",2,10,29,11,"Penalty","Pass",1,8,"TD",NA
"52",52,"O",1,10,18,0,"Incomplete","Pass",1,8,"TD",NA
"53",53,"O",2,10,18,18,"Complete, TD","Pass",1,8,"TD",NA
"54",54,"K",1,NA,3,NA,"Good","Extra Pt.",1,8,"TD",NA
"55",55,"K",0,NA,65,NA,NA,"KO",1,NA,NA,NA
"56",56,"D",1,10,83,18,"Complete","Pass",1,9,"Punt",NA
"57",57,"D",1,10,65,1,"Complete","Pass",1,9,"Punt",NA
"58",58,"D",2,9,64,0,"Incomplete","Pass",1,9,"Punt",NA
"59",59,"D",3,9,64,5,"Scramble","Run",1,9,"Punt",NA
"60",60,"K",4,4,59,NA,NA,"Punt Rec",1,9,"Punt",NA
"61",61,"O",1,10,73,5,"Rush","Run",1,10,"Punt",NA
"62",62,"O",2,5,68,5,"Complete","Pass",1,10,"Punt",NA
"63",63,"O",1,10,63,0,"Rush","Run",1,10,"Punt",NA
"64",64,"O",2,10,63,0,"Incomplete","Pass",1,10,"Punt",NA
"65",65,"O",3,10,63,0,"Incomplete","Pass",1,10,"Punt",NA
"66",66,"K",4,10,63,NA,NA,"Punt",1,10,"Punt",NA
"67",67,"D",1,10,67,0,"Incomplete","Pass",1,11,"Punt",NA
"68",68,"D",2,10,67,0,"Penalty","Pass",1,11,"Punt",NA
"69",69,"D",2,10,77,7,"Complete","Pass",1,11,"Punt",NA
"70",70,"D",3,3,70,34,"Complete","Pass",1,11,"Punt",NA
"71",71,"D",1,10,36,3,"Complete","Pass",1,11,"Punt",NA
"72",72,"D",2,7,33,-10,"Sack","Pass",1,11,"Punt",NA
"73",73,"D",3,17,43,0,"Incomplete","Pass",1,11,"Punt",NA
"74",74,"K",4,17,43,NA,NA,"Punt Rec",1,11,"Punt",NA
"75",75,"O",1,10,99,0,"Penalty",NA,1,12,"TD",NA
"76",76,"O",1,10,99,99,"Complete, TD","Pass",1,12,"TD",NA
"77",77,"K",1,NA,3,NA,"Good","Extra Pt.",1,12,"TD",NA
"78",78,"K",0,NA,65,NA,NA,"KO",1,NA,NA,NA
"79",79,"D",1,10,75,8,"Rush","Run",1,13,"Punt",NA
"80",80,"D",2,2,67,0,"Rush","Run",1,13,"Punt",NA
"81",81,"D",3,2,67,0,"Incomplete","Pass",1,13,"Punt",NA
"82",82,"K",4,2,67,NA,NA,"Punt Rec",1,13,"Punt",NA
"83",83,"O",1,10,56,0,"Incomplete","Pass",1,14,"Punt",NA
"84",84,"O",2,10,56,3,"Rush","Run",1,14,"Punt",NA
"85",85,"O",3,7,54,0,"Incomplete","Pass",1,14,"Punt",NA
"86",86,"K",4,7,53,NA,NA,"Punt",1,14,"Punt",NA
"87",87,"D",1,10,84,2,"Rush","Run",1,15,"TD",NA
"88",88,"D",2,8,82,79,"Complete","Pass",1,15,"TD",NA
"89",89,"D",1,3,3,2,"Rush","Run",1,15,"TD",NA
"90",90,"D",2,1,1,0,"Rush","Run",1,15,"TD",NA
"91",91,"D",3,1,1,0,"Incomplete","Pass",1,15,"TD",NA
"92",92,"D",4,1,1,1,"Rush, TD","Run",1,15,"TD",NA
"93",93,"K",1,NA,3,NA,"Good","Extra Pt. Block",1,15,"TD",NA
"94",94,"K",0,NA,65,NA,NA,"KO Rec",1,NA,NA,NA
"95",95,"O",1,10,65,2,"Rush","Run",1,16,"Punt",NA
"96",96,"O",2,8,63,-10,"Penalty","Run",1,16,"Punt",NA
"97",97,"O",2,18,73,0,"Timeout",NA,1,16,"Punt",NA
"98",98,"O",2,18,73,2,"Complete","Pass",1,16,"Punt",NA
"99",99,"O",3,16,71,10,NA,"Run",1,16,"Punt",NA
"100",100,"K",4,6,61,NA,NA,"Punt",1,16,"Punt",NA
"101",101,"D",1,10,48,0,"Incomplete","Pass",1,17,"FG",NA
"102",102,"D",2,10,48,6,"Complete","Pass",1,17,"FG",NA
"103",103,"D",3,4,42,14,"Complete","Pass",1,17,"FG",NA
"104",104,"D",1,10,28,2,"Complete","Pass",1,17,"FG",NA
"105",105,"D",2,8,26,3,"Complete","Pass",1,17,"FG",NA
"106",106,"K",3,5,23,NA,"Timeout",NA,1,17,"FG",NA
"107",107,"K",3,NA,23,NA,"Good","FG Block",1,17,"FG",NA
"108",108,"K",NA,NA,65,NA,NA,"KO Rec",1,NA,NA,NA
"109",109,"O",1,10,71,3,NA,"Run",1,18,"TD",NA
"110",110,"O",2,7,68,44,"Complete","Pass",1,18,"TD",NA
"111",111,"O",1,10,24,6,NA,"Run",1,18,"TD",NA
"112",112,"O",2,4,18,6,NA,"Run",1,18,"TD",NA
"113",113,"O",1,10,12,12,"Rush, TD","Run",1,18,"TD",NA
"114",114,"K",1,NA,0,NA,"Good","Extra Pt.",1,18,"TD",NA
"115",115,"K",0,NA,65,NA,NA,"KO",1,NA,NA,NA
"116",116,"D",1,10,64,0,"Rush","Run",1,19,"Turnover on Downs",NA
"117",117,"D",2,10,64,0,"Incomplete","Pass",1,19,"Turnover on Downs",NA
"118",118,"D",3,10,64,10,"Complete","Pass",1,19,"Turnover on Downs",NA
"119",119,"D",1,10,54,0,"Incomplete","Pass",1,19,"Turnover on Downs",NA
"120",120,"D",2,10,54,1,"Rush","Run",1,19,"Turnover on Downs",NA
"121",121,"D",3,9,53,19,"Complete","Pass",1,19,"Turnover on Downs",NA
"122",122,"D",1,10,34,0,"Incomplete","Pass",1,19,"Turnover on Downs",NA
"123",123,"D",2,10,34,-4,"Fumble","Pass",1,19,"Turnover on Downs",NA
"124",124,"D",3,14,38,4,"Complete","Pass",1,19,"Turnover on Downs",NA
"125",125,"D",4,10,34,-9,"Sack","Pass",1,19,"Turnover on Downs",NA
"126",126,"O",1,10,57,0,"Incomplete","Pass",1,20,"Punt",NA
"127",127,"O",2,10,57,0,"Incomplete","Pass",1,20,"Punt",NA
"128",128,"O",3,10,57,4,NA,"Run",1,20,"Punt",NA
"129",129,"K",4,6,53,NA,NA,"Punt",1,20,"Punt",NA
"130",130,"D",1,10,82,-1,"Rush","Run",1,21,"Turnover on Downs",NA
"131",131,"D",2,11,83,NA,"Interception","Pass",1,21,"Turnover on Downs",NA
"132",132,"O",1,10,47,-17,"Fumble","Run",1,22,"Punt",NA
"133",133,"O",2,27,64,3,NA,"Run",1,22,"Punt",NA
"134",134,"O",3,24,61,12,NA,"Run",1,22,"Punt",NA
"135",135,"K",4,12,49,NA,NA,"Punt",1,22,"Punt",NA
"136",136,"D",1,10,79,1,"Complete","Pass",1,23,"TD",NA
"137",137,"D",2,9,78,13,"Complete","Pass",1,23,"TD",NA
"138",138,"D",1,10,65,5,"Complete","Pass",1,23,"TD",NA
"139",139,"D",2,5,60,2,"Complete","Pass",1,23,"TD",NA
"140",140,"D",3,3,58,5,"Complete","Pass",1,23,"TD",NA
"141",141,"D",1,10,53,3,"Rush","Run",1,23,"TD",NA
"142",142,"D",2,7,50,2,"Scramble","Pass",1,23,"TD",NA
"143",143,"D",3,5,48,14,"Complete","Pass",1,23,"TD",NA
"144",144,"D",1,10,34,-5,"Penalty",NA,1,23,"TD",NA
"145",145,"D",1,15,39,16,"Complete","Pass",1,23,"TD",NA
"146",146,"D",1,10,23,21,"Complete","Pass",1,23,"TD",NA
"147",147,"D",1,2,2,2,"Complete, TD","Pass",1,23,"TD",NA
"148",148,"K",1,NA,0,NA,"Good","Extra Pt. Block",1,23,"TD",NA
"149",149,"K",0,NA,65,NA,NA,"KO Rec",1,NA,NA,NA
"150",150,"O",1,10,84,5,"Complete","Pass",1,24,"Turnover on Downs",NA
"151",151,"O",2,5,79,1,NA,"Run",1,24,"Turnover on Downs",NA
"152",152,"O",3,4,78,30,"Complete","Pass",1,24,"Turnover on Downs",NA
"153",153,"O",1,10,48,0,NA,"Run",1,24,"Turnover on Downs",NA
"154",154,"O",2,10,48,6,NA,"Run",1,24,"Turnover on Downs",NA
"155",155,"O",3,4,42,5,"Penalty",NA,1,24,"Turnover on Downs",NA
"156",156,"O",1,10,37,3,NA,"Run",1,24,"Turnover on Downs",NA
"157",157,"O",2,7,34,2,NA,"Run",1,24,"Turnover on Downs",NA
"158",158,"O",3,5,32,0,"Incomplete","Pass",1,24,"Turnover on Downs",NA
"159",159,"O",4,5,32,0,"Incomplete","Pass",1,24,"Turnover on Downs",NA
"160",160,"D",1,10,68,19,"Complete","Pass",1,25,"Punt",NA
"161",161,"D",1,10,49,2,"Scramble","Pass",1,25,"Punt",NA
"162",162,"D",2,8,47,3,"Complete","Pass",1,25,"Punt",NA
"163",163,"D",3,5,44,-2,"Sack","Run",1,25,"Punt",NA
"164",164,"K",4,7,46,NA,NA,"Punt Rec",1,25,"Punt",NA
"165",165,"O",1,10,77,17,"Complete","Pass",1,26,"TD",NA
"166",166,"O",1,10,60,2,NA,"Run",1,26,"TD",NA
"167",167,"O",2,8,58,0,"Incomplete","Pass",1,26,"TD",NA
"168",168,"O",3,8,58,0,"Timeout",NA,1,26,"TD",NA
"169",169,"O",3,8,58,47,"Complete","Pass",1,26,"TD",NA
"170",170,"O",1,10,11,0,"Timeout",NA,1,26,"TD",NA
"171",171,"O",1,10,11,0,"Incomplete","Pass",1,26,"TD",NA
"172",172,"O",2,10,11,11,"Rush, TD","Run",1,26,"TD",NA
"173",173,"K",1,NA,0,NA,"Good","Extra Pt.",1,26,"TD",NA
"174",174,"K",0,NA,65,NA,NA,"KO",1,NA,NA,NA
"175",175,"D",1,10,89,-5,"Penalty","Pass",1,27,"TD",NA
"176",176,"D",1,15,94,5,"Complete","Pass",1,27,"TD",NA
"177",177,"D",2,10,89,20,"Complete","Pass",1,27,"TD",NA
"178",178,"D",1,10,69,5,"Complete","Pass",1,27,"TD",NA
"179",179,"D",2,5,64,0,"Incomplete","Pass",1,27,"TD",NA
"180",180,"D",3,5,64,NA,"Interception, Def TD","Pass",1,27,"TD",NA
"181",181,"K",0,NA,3,NA,"Good","Extra Pt.",1,27,"TD",NA
"182",182,"K",0,NA,65,NA,NA,"KO",1,NA,NA,NA
"183",183,"D",1,10,75,13,"Complete","Pass",1,28,"Turnover on Downs",NA
"184",184,"D",1,10,62,2,"Complete","Pass",1,28,"Turnover on Downs",NA
"185",185,"D",2,8,60,0,"Incomplete","Pass",1,28,"Turnover on Downs",NA
"186",186,"D",3,8,60,3,"Complete","Pass",1,28,"Turnover on Downs",NA
"187",187,"D",4,5,57,9,"Complete","Pass",1,28,"Turnover on Downs",NA
"188",188,"D",1,10,48,0,"Incomplete","Pass",1,28,"Turnover on Downs",NA
"189",189,"D",2,10,48,12,"Complete","Pass",1,28,"Turnover on Downs",NA
"190",190,"D",1,10,36,0,"Incomplete","Pass",1,28,"Turnover on Downs",NA
"191",191,"D",2,10,36,-8,"Sack","Pass",1,28,"Turnover on Downs",NA
"192",192,"D",3,18,44,11,"Complete","Pass",1,28,"Turnover on Downs",NA
"193",193,"D",4,7,33,5,"Complete","Pass",1,28,"Turnover on Downs",NA
"194",194,"O",1,10,72,3,"Rush","Run",1,29,"Turnover on Downs",NA
"195",195,"O",2,7,69,0,"Rush","Run",1,29,"Turnover on Downs",NA
"196",196,"O",3,7,69,30,"Rush","Run",1,29,"Turnover on Downs",NA
"197",197,"O",1,10,39,-2,"Rush","Run",1,29,"Turnover on Downs",NA
"198",1,"K",NA,NA,65,NA,NA,"KO",2,NA,NA,NA
"199",2,"D",1,10,79,6,"Rush","Run",2,1,NA,NA
"200",3,"D",2,4,73,0,"Incomplete","Pass",2,1,NA,NA
"201",4,"D",3,4,73,-5,"Penalty",NA,2,1,NA,NA
"202",5,"D",3,9,78,10,"Complete","Pass",2,1,NA,NA
"203",6,"D",1,10,68,-2,"Rush","Run",2,1,NA,NA
"204",7,"D",2,12,70,0,"Incomplete","Pass",2,1,NA,NA
"205",8,"D",3,12,70,15,"Scramble","Pass",2,1,NA,NA
"206",9,"D",1,10,55,4,"Rush","Run",2,1,NA,NA
"207",10,"D",2,6,51,6,"Rush","Run",2,1,NA,NA
"208",11,"D",1,10,45,1,"Rush","Run",2,1,NA,NA
"209",12,"D",2,9,45,1,"Rush","Run",2,1,NA,NA
"210",13,"D",3,8,44,-8,"Sack","Pass",2,1,NA,NA
"211",14,"K",4,16,52,NA,NA,"Punt Rec",2,1,NA,NA
"212",15,"O",1,10,79,1,NA,"Run",2,2,NA,NA
"213",16,"O",2,9,78,41,"Complete","Pass",2,2,NA,NA
"214",17,"O",1,10,37,8,NA,"Run",2,2,NA,NA
"215",18,"O",2,2,35,27,"Complete","Pass",2,2,NA,NA
"216",19,"O",1,8,8,7,NA,"Run",2,2,NA,NA
"217",20,"O",2,1,5,4,NA,"Run",2,2,NA,NA
"218",21,"O",3,-3,1,-5,NA,"Run",2,2,NA,NA
"219",22,"K",4,2,6,NA,"Good","FG",2,2,NA,NA
"220",23,"K",NA,NA,65,NA,NA,"KO",2,NA,NA,NA
"221",24,"D",1,10,87,8,"Rush","Run",2,3,NA,NA
"222",25,"D",2,2,79,6,"Rush","Run",2,3,NA,NA
"223",26,"D",1,10,73,5,"Complete","Pass",2,3,NA,NA
"224",27,"D",2,5,68,2,"Rush","Run",2,3,NA,NA
"225",28,"D",3,3,66,6,"Complete","Pass",2,3,NA,NA
"226",29,"D",1,10,60,3,"Rush","Run",2,3,NA,NA
"227",30,"D",2,7,57,7,"Rush","Run",2,3,NA,NA
"228",31,"D",1,10,50,3,"Rush","Run",2,3,NA,NA
"229",32,"D",2,7,47,1,"Rush","Run",2,3,NA,NA
"230",33,"D",3,6,46,5,"Rush","Run",2,3,NA,NA
"231",34,"D",4,1,41,2,"Rush","Run",2,3,NA,NA
"232",35,"D",1,10,39,0,"Incomplete","Pass",2,3,NA,NA
"233",36,"D",2,10,39,2,"Complete","Pass",2,3,NA,NA
"234",37,"D",3,8,37,0,"Incomplete","Pass",2,3,NA,NA
"235",38,"K",4,8,37,NA,NA,"Punt Rec",2,3,NA,NA
"236",39,"O",1,10,96,0,"Incomplete","Pass",2,4,NA,NA
"237",40,"O",2,10,96,6,NA,"Run",2,4,NA,NA
"238",41,"O",3,4,90,13,"Complete","Pass",2,4,NA,NA
"239",42,"O",1,10,77,1,NA,"Run",2,4,NA,NA
"240",43,"O",2,9,76,6,NA,"Run",2,4,NA,NA
"241",44,"O",3,3,70,0,"Penalty","Pass",2,4,NA,NA
"242",45,"O",3,3,75,-5,"Sack","Pass",2,4,NA,NA
"243",46,"K",NA,NA,86,NA,NA,"Punt",2,4,NA,NA
"244",47,"D",1,10,27,2,"Rush","Run",2,5,NA,NA
"245",48,"D",2,8,25,2,"Rush","Run",2,5,NA,NA
"246",49,"D",3,6,23,0,"Incomplete","Pass",2,5,NA,NA
"247",50,"D",4,6,23,0,"Incomplete","Pass",2,5,NA,NA
"248",51,"O",1,10,77,2,NA,"Run",2,6,NA,NA
"249",52,"O",2,8,75,3,NA,"Run",2,6,NA,NA
"250",53,"O",3,5,72,-14,"Penalty","Pass",2,6,NA,NA
"251",54,"O",3,19,86,NA,NA,"Run",2,6,NA,NA
"252",55,"K",NA,NA,87,NA,NA,"Punt",2,6,NA,NA
"253",56,"D",1,10,49,7,"Complete","Pass",2,7,NA,NA
"254",57,"D",2,3,42,0,"Incomplete","Pass",2,7,NA,NA
"255",58,"D",3,3,42,-4,"Sack","Pass",2,7,NA,NA
"256",59,"K",4,7,41,NA,NA,"Punt Rec",2,7,NA,NA
"257",60,"O",1,10,85,0,"Incomplete","Pass",2,8,NA,NA
"258",61,"O",2,10,85,-7,"Penalty","Run",2,8,NA,NA
"259",62,"O",2,17,92,2,NA,"Run",2,8,NA,NA
"260",63,"O",3,15,90,6,NA,"Run",2,8,NA,NA
"261",64,"K",4,9,83,NA,NA,"Punt",2,8,NA,NA
"262",65,"D",1,10,54,4,"Complete","Pass",2,9,NA,NA
"263",66,"D",2,6,50,0,"Incomplete","Pass",2,9,NA,NA
"264",67,"D",3,6,50,-5,"Sack","Pass",2,9,NA,NA
"265",68,"K",NA,NA,45,NA,NA,"Punt Rec",2,9,NA,NA
"266",69,"O",1,10,75,4,"Scramble","Pass",2,10,NA,NA
"267",70,"O",2,6,71,0,"Dropped","Pass",2,10,NA,NA
"268",71,"O",3,6,71,0,"Incomplete","Pass",2,10,NA,NA
"269",72,"K",NA,NA,71,NA,NA,"Punt",2,10,NA,NA
"270",73,"D",1,10,65,6,"Rush","Run",2,11,NA,NA
"271",74,"D",2,4,64,19,"Complete","Pass",2,11,NA,NA
"272",75,"D",1,10,45,NA,"Incomplete","Pass",2,11,NA,NA
"273",76,"K",NA,NA,65,NA,NA,"KO Rec",2,NA,NA,NA
"274",77,"O",1,10,80,4,NA,"Run",2,12,NA,NA
"275",78,"O",2,6,76,8,"Complete","Pass",2,12,NA,NA
"276",79,"O",1,10,68,3,NA,"Run",2,12,NA,NA
"277",80,"O",2,7,65,5,"Scramble","Pass",2,12,NA,NA
"278",81,"O",3,2,60,3,NA,"Run",2,12,NA,NA
"279",82,"O",1,10,57,-5,"Penalty",NA,2,12,NA,NA
"280",83,"O",2,15,62,0,"Incomplete","Pass",2,12,NA,NA
"281",84,"O",3,15,62,21,"Complete","Pass",2,12,NA,NA
"282",85,"O",1,10,41,0,"Incomplete","Pass",2,12,NA,NA
"283",86,"O",2,10,41,0,"Incomplete","Pass",2,12,NA,NA
"284",87,"O",3,10,41,NA,"Interception","Pass",2,12,NA,NA
"285",88,"D",1,10,80,1,"Complete","Pass",2,13,NA,NA
"286",89,"D",1,10,79,24,"Complete","Pass",2,13,NA,NA
"287",90,"D",1,10,55,4,"Rush","Run",2,13,NA,NA
"288",91,"D",2,6,51,6,"Complete","Pass",2,13,NA,NA
"289",92,"D",1,10,45,-6,"Penalty","Run",2,13,NA,NA
"290",93,"D",1,16,51,0,"Rush","Run",2,13,NA,NA
"291",94,"D",2,16,51,4,"Complete","Pass",2,13,NA,NA
"292",95,"D",3,12,47,NA,"Incomplete","Pass",2,13,NA,NA
"293",96,"K",NA,NA,55,NA,NA,"Punt Rec",2,13,NA,NA
"294",97,"O",1,10,78,0,"Incomplete","Pass",2,14,NA,NA
"295",98,"O",2,10,78,0,"Incomplete","Pass",2,14,NA,NA
"296",99,"O",3,10,78,NA,"Interception","Pass",2,14,NA,NA
"297",100,"D",1,10,36,16,"Rush","Run",2,15,NA,NA
"298",101,"D",1,10,20,0,"Incomplete","Pass",2,15,NA,NA
"299",102,"D",2,10,20,4,"Scramble","Pass",2,15,NA,NA
"300",103,"D",3,6,16,0,"Incomplete","Pass",2,15,NA,NA
"301",104,"K",NA,NA,16,NA,"Block","FG Block",2,15,NA,NA
"302",105,"O",1,10,79,2,NA,"Run",2,16,NA,NA
"303",106,"O",2,8,77,2,NA,"Run",2,16,NA,NA
"304",107,"O",3,6,75,7,"Complete","Pass",2,16,NA,NA
"305",108,"O",1,10,68,-15,NA,"Run",2,16,NA,NA
"306",109,"O",2,25,83,0,NA,"Run",2,16,NA,NA
"307",110,"O",3,25,83,4,NA,"Run",2,16,NA,NA
"308",111,"K",NA,NA,80,NA,NA,"Punt",2,16,NA,NA
"309",112,"D",1,10,61,4,"Rush","Run",2,17,NA,NA
"310",113,"D",2,6,57,3,"Rush","Run",2,17,NA,NA
"311",114,"D",3,3,54,NA,"Rush","Run",2,17,NA,NA
"312",115,"K",NA,NA,57,NA,NA,"Punt Rec",2,17,NA,NA
"313",116,"O",1,10,73,8,"Complete","Pass",2,18,NA,NA
"314",117,"O",2,2,65,6,NA,"Run",2,18,NA,NA
"315",118,"O",1,10,59,8,"Complete","Pass",2,18,NA,NA
"316",119,"O",2,2,51,-2,NA,"Run",2,18,NA,NA
"317",120,"O",3,4,53,-7,"Sack","Pass",2,18,NA,NA
"318",121,"K",NA,NA,60,NA,NA,"Punt",2,18,NA,NA
"319",122,"D",1,10,91,5,"Rush","Run",2,19,NA,NA
"320",123,"D",2,5,86,3,"Rush","Run",2,19,NA,NA
"321",124,"D",3,2,83,2,"Penalty","Run",2,19,NA,NA
"322",125,"D",3,0,83,NA,"Interception","Pass",2,19,NA,NA
"323",126,"O",1,1,1,0,NA,"Run",2,20,NA,NA
"324",127,"O",2,1,1,0,NA,"Run",2,20,NA,NA
"325",128,"O",3,1,1,1,"Rush, TD","Run",2,20,NA,NA
"326",129,"K",0,0,3,NA,"Good","Extra Pt.",2,20,NA,NA
"327",130,"K",0,NA,65,NA,NA,"KO",2,NA,NA,NA
"328",131,"D",1,10,75,1,"Complete","Pass",2,21,NA,NA
"329",132,"D",2,9,74,8,"Complete","Pass",2,21,NA,NA
"330",133,"D",3,1,66,4,"Rush","Run",2,21,NA,NA
"331",134,"D",1,10,62,7,"Scramble","Pass",2,21,NA,NA
"332",135,"D",2,3,55,-2,"Scramble","Pass",2,21,NA,NA
"333",136,"D",3,5,57,-9,"Sack","Pass",2,21,NA,NA
"334",137,"D",4,14,66,-8,"Sack","Pass",2,21,NA,NA
"335",138,"O",1,10,27,4,NA,"Run",2,22,NA,NA
"336",139,"O",2,6,23,-4,NA,"Run",2,22,NA,NA
"337",140,"O",3,10,27,9,"Complete","Pass",2,22,NA,NA
"338",141,"K",NA,NA,18,NA,"No Good","FG",2,22,NA,NA
"339",142,"D",1,10,80,0,"Incomplete","Pass",2,23,NA,NA
"340",143,"D",2,10,80,5,"Complete","Pass",2,23,NA,NA
"341",144,"D",3,5,75,13,"Complete","Pass",2,23,NA,NA
"342",145,"D",1,10,62,5,"Complete","Pass",2,23,NA,NA
"343",146,"D",2,5,57,29,"Complete","Pass",2,23,NA,NA
"344",147,"D",1,10,28,5,"Complete","Pass",2,23,NA,NA
"345",148,"D",2,5,23,NA,"Complete, TD","Pass",2,23,NA,NA
"346",149,"K",NA,NA,3,NA,"Good","Extra Pt. Block",2,23,NA,NA
"347",150,"K",0,NA,65,NA,NA,"Onside Kick Rec",2,NA,NA,NA
"348",151,"O",1,10,46,-1,NA,"Run",2,24,NA,NA
"349",152,"O",2,11,47,-2,NA,"Run",2,24,NA,NA
"350",153,"O",3,13,49,4,NA,"Run",2,24,NA,NA
"351",154,"K",NA,NA,47,NA,NA,"Punt",2,24,NA,NA
"352",155,"D",1,10,80,9,"Complete","Pass",2,25,NA,NA
"353",156,"D",2,1,71,5,"Complete","Pass",2,25,NA,NA
"354",157,"D",1,10,66,0,"Incomplete","Pass",2,25,NA,NA
"355",158,"D",2,10,66,0,"Sack","Pass",2,25,NA,NA
"356",159,"D",3,10,66,NA,NA,"Pass",2,25,NA,NA
"357",160,"D",3,NA,66,13,"Complete","Pass",2,25,NA,NA
"358",1,"K",1,10,65,NA,NA,"KO Rec",3,NA,NA,NA
"359",2,"O",1,10,65,47,"Complete","Pass",3,1,NA,NA
"360",3,"O",1,10,18,0,"Timeout",NA,3,1,NA,NA
"361",4,"O",1,10,18,15,"Complete","Pass",3,1,NA,NA
"362",5,"O",1,3,3,2,NA,"Run",3,1,NA,NA
"363",6,"O",2,1,1,1,"Rush, TD","Run",3,1,NA,NA
"364",7,"K",1,3,0,NA,NA,"Extra Pt.",3,1,NA,NA
"365",8,"K",0,NA,65,NA,NA,"KO",3,NA,NA,NA
"366",9,"D",1,10,75,6,"Rush","Run",3,2,NA,NA
"367",10,"D",2,4,69,-2,"Rush","Run",3,2,NA,NA
"368",11,"D",3,6,71,NA,"Interception","Pass",3,2,NA,NA
"369",12,"O",1,5,5,0,"Incomplete","Pass",3,3,NA,NA
"370",13,"O",2,5,5,0,"Incomplete","Pass",3,3,NA,NA
"371",14,"O",3,5,5,0,"Incomplete","Pass",3,3,NA,NA
"372",15,"K",4,5,5,NA,NA,"FG",3,3,NA,NA
"373",16,"K",0,NA,65,NA,NA,"KO",3,NA,NA,NA
"374",17,"D",1,10,75,-4,"Rush","Run",3,4,NA,NA
"375",18,"D",2,14,79,35,"Complete","Pass",3,4,NA,NA
"376",19,"D",1,10,44,0,"Incomplete","Pass",3,4,NA,NA
